epoch,train_loss,val_recon_loss
0,0.27456418809696614,
1,0.2058016279044042,
2,0.20497506682502709,
3,0.20081449009989963,
4,0.19959612427701173,
5,0.1980008894326426,
6,0.1996376145128682,
7,0.1966882254975746,
8,0.1981546449221424,
9,0.1953573661071957,
10,0.197248782820374,
11,0.19791288924126224,
12,0.1971600505573149,
13,0.19810049326820228,
14,0.19560896724690008,
15,0.19753499488339168,
16,0.19637596338001523,
17,0.19508072684587716,
18,0.1948138300623299,
19,0.19517500283381412,0.23831793966919484
20,0.19555147674702505,
21,0.19503965147275656,
22,0.19542863394392052,
23,0.19785287968681667,
24,0.19651346617679255,
25,0.19166156825900987,
26,0.19400102385431148,
27,0.1943176423434083,
28,0.1936307390606737,
29,0.19504845203030807,
30,0.1951059220553051,
31,0.19468624925871236,
32,0.19241254342572986,
33,0.1961911882987156,
34,0.1933478279271502,
35,0.19487353427567858,
36,0.1934074734079322,
37,0.19438281424021298,
38,0.19484549859401226,
39,0.19222874027551282,0.24592567889979391
40,0.19424749793290486,
41,0.19468796230454483,
42,0.1903531531834117,
43,0.1929518679777781,
44,0.1909655799695857,
45,0.1922675615351922,
46,0.19098100547723795,
47,0.19201984328547203,
48,0.19378199498465346,
49,0.19118621664799504,
50,0.19145384916215755,
51,0.19144586801680596,
52,0.192610299882998,
53,0.1919946182926799,
54,0.19009337248162156,
55,0.19381446594197027,
56,0.1920514331974146,
57,0.19178913977309947,
58,0.1904988224231863,
59,0.19222349626114046,0.2466444145850461
60,0.18870326893702719,
61,0.19241580799335742,
62,0.19037701348767025,
63,0.18904480736219245,
64,0.19100946411680023,
65,0.19027145358594016,
66,0.19109584546574504,
67,0.19045488930688864,
68,0.19206397155768998,
69,0.19036174222409877,
70,0.18931897428199534,
71,0.1899366625051462,
72,0.18976718583558957,
73,0.18927501653896944,
74,0.1909988171233779,
75,0.18938592235550625,
76,0.18902765639107344,
77,0.18886453408093853,
78,0.19006590979320706,
79,0.1893264744383385,0.2509587349915745
80,0.18944761035703217,
81,0.19024509419011706,
82,0.1902877045724228,
83,0.18702473502805214,
84,0.18997153533627362,
85,0.18742604439950172,
86,0.1906017476062435,
87,0.18954107002295914,
88,0.18842450610857278,
89,0.1897334295678078,
90,0.18909150699471092,
91,0.18910972967402626,
92,0.19031819496445984,
93,0.18941422603057542,
94,0.187050298899033,
95,0.18907894061418587,
96,0.18777410498329702,
97,0.1869317707593811,
98,0.18575432919363938,
99,0.18756812465858216,0.2581279432833797
100,0.18569584103637676,
101,0.1898438168770181,
102,0.18712453517598354,
103,0.18942670599953212,
104,0.1868433640089654,
105,0.18786881242241266,
106,0.18739986504989725,
107,0.1888495731255177,
108,0.18840102138561754,
109,0.18809407206285395,
110,0.1886989116744534,
111,0.188208754773965,
112,0.18655341598217118,
113,0.18605392081212754,
114,0.18716419004756985,
115,0.18617125716221544,
116,0.1876330370173503,
117,0.1873650449984553,
118,0.18707597115415955,
119,0.1891671182545087,0.25601831183891105
120,0.18469060214269556,
121,0.1870355548825276,
122,0.18789147170445392,
123,0.18651580294883283,
124,0.18648122967654512,
125,0.18614238238971653,
126,0.186003313264774,
127,0.18729783450525833,
128,0.18625220368230008,
129,0.18563096513426638,
130,0.18716711549055182,
131,0.18610702608605378,
132,0.18618289739576005,
133,0.18689863637810142,
134,0.1879629804243265,
135,0.18459539308802772,
136,0.18628867074809305,
137,0.18620226966364087,
138,0.18553431933086945,
139,0.1864659731055944,0.2581707473957177
140,0.18618287930961783,
141,0.1871502221616473,
142,0.1855353463924568,
143,0.1864742799721298,
144,0.18344953641030018,
145,0.18610013016610957,
146,0.18609647794079234,
147,0.18557509669972436,
148,0.18442712663542526,
149,0.18523920340695757,
150,0.18534402700932578,
151,0.18490878160824908,
152,0.18564831198171805,
153,0.18387537519743727,
154,0.18549142510608863,
155,0.18488850818032224,
156,0.1871688761404756,
157,0.18581332971576517,
158,0.18502699650122617,
159,0.18512817750905305,0.253790362615778
160,0.18536789569311773,
161,0.1865876400819565,
162,0.18571568407478525,
163,0.18527110228101715,
164,0.18431497503631292,
165,0.18341864952604278,
166,0.18369178894821925,
167,0.1854511217875335,
168,0.1844830772728107,
169,0.18392314877522203,
170,0.18406399663623052,
171,0.18536572757416403,
172,0.18440833920968397,
173,0.18401740392807484,
174,0.18582013478791745,
175,0.1841475629738269,
176,0.18519733326732354,
177,0.1842147830030087,
178,0.18601430622675946,
179,0.18421790568731516,0.26115212235787905
180,0.18517556350498102,
181,0.18435871839978313,
182,0.1840417786257261,
183,0.18449517449425681,
184,0.18562280860641833,
185,0.18376244542025427,
186,0.1855181082324824,
187,0.18383267264026418,
188,0.18342254756364507,
189,0.18603551816242644,
190,0.18367976503821123,
191,0.18422568587553106,
192,0.18284662447054575,
193,0.18182818555574076,
194,0.1836478553200496,
195,0.1844900268634767,
196,0.18158488089346703,
197,0.18430409112201088,
198,0.18244435554773147,
199,0.18501291433515135,0.26288715516678013
