seed,model,train_loss,val_f1,val_acc,val_auc,val_recall,val_precision,test_f1,test_acc,test_auc,test_recall,test_precision
9,A,1.8030490279197693,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.33333333333333337,0.0,0.0
9,B,3.705946207046509,0.8,0.6666666666666666,0.5,1.0,0.6666666666666666,0.4,0.5,0.5,0.3333333333333333,0.5
10,A,0.5122058168053627,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.3333333333333333
10,B,1.9163124226033688,0.6666666666666666,0.6666666666666666,0.75,1.0,0.5,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.3333333333333333
11,A,3.7562304735183716,1.0,1.0,1.0,1.0,1.0,0.8,0.8333333333333334,0.8333333333333333,0.6666666666666666,1.0
11,B,3.18396458029747,0.8,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,0.5
12,A,2.491462379693985,1.0,1.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666669,0.0,0.0
12,B,3.7420348525047302,0.8,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4
13,A,3.7643514275550842,0.5,0.3333333333333333,0.5,1.0,0.3333333333333333,0.75,0.6666666666666666,0.6666666666666667,1.0,0.6
13,B,3.282844603061676,0.5,0.3333333333333333,0.5,1.0,0.3333333333333333,0.2857142857142857,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.25
14,A,1.730155423283577,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.33333333333333337,0.0,0.0
14,B,3.9169719219207764,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,0.0,0.0
15,A,0.8676905781030655,0.6666666666666666,0.6666666666666666,0.75,1.0,0.5,0.6666666666666666,0.5,0.5,1.0,0.5
15,B,3.0435045063495636,0.8,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,0.5
16,A,2.018506780266762,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.33333333333333337,0.0,0.0
16,B,2.5895088613033295,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.3333333333333333
17,A,3.226118266582489,0.6666666666666666,0.6666666666666666,0.75,1.0,0.5,0.8571428571428571,0.8333333333333334,0.8333333333333334,1.0,0.75
17,B,3.6839680671691895,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,0.0,0.0
18,A,1.7294309828430414,0.6666666666666666,0.6666666666666666,0.75,1.0,0.5,0.5714285714285714,0.5,0.5,0.6666666666666666,0.5
18,B,3.401185393333435,0.8,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,0.5
19,A,0.8092244043946266,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.5,0.3333333333333333,0.5
19,B,3.6190394163131714,0.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0
