seed,model,train_loss,val_f1,val_acc,val_auc,val_recall,val_precision,test_f1,test_acc,test_auc,test_recall,test_precision
8,A,2.8247475028038025,0.8571428571428571,0.8,0.75,1.0,0.75,0.5714285714285714,0.55,0.5625,0.5,0.6666666666666666
8,B,3.192920982837677,0.8888888888888888,0.8,0.5,1.0,0.8,0.7096774193548387,0.55,0.4583333333333333,0.9166666666666666,0.5789473684210527
9,A,0.5004378221929073,1.0,1.0,1.0,1.0,1.0,0.47058823529411764,0.55,0.6041666666666666,0.3333333333333333,0.8
9,B,1.9170153737068176,0.8571428571428571,0.8,0.75,1.0,0.75,0.15384615384615385,0.45,0.5416666666666666,0.08333333333333333,1.0
10,A,2.3053005039691925,1.0,1.0,1.0,1.0,1.0,0.782608695652174,0.75,0.75,0.75,0.8181818181818182
10,B,1.1945906654000282,0.6666666666666666,0.6,0.6666666666666667,1.0,0.5,0.72,0.65,0.625,0.75,0.6923076923076923
11,A,1.3791352957487106,0.8571428571428571,0.8,0.75,1.0,0.75,0.5263157894736842,0.55,0.5833333333333334,0.4166666666666667,0.7142857142857143
11,B,0.8635267466306686,1.0,1.0,1.0,1.0,1.0,0.7586206896551724,0.65,0.5833333333333333,0.9166666666666666,0.6470588235294118
12,A,0.3806131184101105,0.75,0.6,0.5,1.0,0.6,0.4,0.4,0.41666666666666663,0.3333333333333333,0.5
12,B,2.957401216030121,0.75,0.6,0.5,1.0,0.6,0.7096774193548387,0.55,0.4583333333333333,0.9166666666666666,0.5789473684210527
13,A,2.161236524581909,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.4,0.47916666666666663,0.08333333333333333,0.5
13,B,1.4542968273162842,0.3333333333333333,0.2,0.25,0.5,0.25,0.3,0.3,0.3125,0.25,0.375
14,A,0.8165633864700794,0.8571428571428571,0.8,0.75,1.0,0.75,0.6666666666666666,0.5,0.4166666666666667,0.8333333333333334,0.5555555555555556
14,B,0.7915934510529041,0.8,0.8,0.8333333333333334,1.0,0.6666666666666666,0.7586206896551724,0.65,0.5833333333333333,0.9166666666666666,0.6470588235294118
15,A,1.2765116393566132,0.8,0.8,0.8333333333333333,0.6666666666666666,1.0,0.23529411764705882,0.35,0.39583333333333337,0.16666666666666666,0.4
15,B,0.7810661122202873,0.8571428571428571,0.8,0.75,1.0,0.75,0.75,0.6,0.5,1.0,0.6
16,A,1.2431498281657696,1.0,1.0,1.0,1.0,1.0,0.72,0.65,0.625,0.75,0.6923076923076923
16,B,2.467398703098297,1.0,1.0,1.0,1.0,1.0,0.0,0.35,0.4375,0.0,0.0
17,A,1.7653489112854004,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.55,0.5625,0.5,0.6666666666666666
17,B,2.029243975877762,0.6666666666666666,0.8,0.875,1.0,0.5,0.8148148148148148,0.75,0.7083333333333333,0.9166666666666666,0.7333333333333333
18,A,1.4917209595441818,0.8571428571428571,0.8,0.75,1.0,0.75,0.5217391304347826,0.45,0.4375,0.5,0.5454545454545454
18,B,1.051205836236477,0.8571428571428571,0.8,0.75,1.0,0.75,0.48,0.35,0.3125,0.5,0.46153846153846156
19,A,1.2679950296878815,0.8571428571428571,0.8,0.75,1.0,0.75,0.7857142857142857,0.7,0.6458333333333333,0.9166666666666666,0.6875
19,B,2.5775039196014404,0.6666666666666666,0.8,0.75,0.5,1.0,0.75,0.6,0.5,1.0,0.6
